Brand,Product_Name,Processor,GPU,RAM,Storage,Display_Resolution,Refresh_Rate,Price,RAM_GB,Storage_GB,Refresh_Hz,CPU_Score,GPU_Score,Resolution_Score,Performance_Score
Lenovo,IdeaPad Gaming 3 15ACH6,Amd Ryzen 5-5600H,NVIDIA GeForce RTX 3060,2 x 8GB SO-DIMM DDR4-3200,512GB SSD M.2 2280 PCIe 3.0x4 NVMe,1920x1080,,21649,8,512,60,6,6.5,3,51.75
Lenovo,Legion 5 15ITH6H,Intel Core i7-11800H,NVIDIA GeForce RTX 3060 6GB,16GB 2x 8GB SO-DIMM DDR4-3200,1TB SSD M.2 2280 PCIe 4.0x4 NVMe,1920 x 1080,165 HZ,34720,16,1024,165,8,6.5,3,64.69
Lenovo,Legion 7 16ACHg6,AMD Ryzen 7 5800H,NVIDIA GeForce RTX 3070,16GB 2x 8GB SO-DIMM DDR4-3200,1TB SSD M.2 2280 PCIe 3.0x4 NVMe,2560x1600,165 HZ,73249,16,1024,165,8,7.0,4,67.44
Lenovo,Legion 7 16ITHg6,Intel Core i7-11800H,NVIDIA GeForce RTX 3080 16GB,32GB 2x 16GB SO-DIMM DDR4-3200,2TB SSD M.2 2280 PCIe 4.0x4 NVMe SSD 2TB,2560x1600,165 HZ,69500,32,4096,165,8,7.0,4,74.94
MSI,Sword 15 A12UE-605US,Intel Core I7-12650H,Nvidia GeForce RTX 3060,16GB Ram 2 x 8 GB DDR4 3200MHz,1TB SSD M.2 NVMe,1920 x 1080,144 Hz,32699,16,1024,144,8,6.5,3,64.25
Dell,Dell G15-5510,Intel Core I7-10870H,NVIDIA GeForce RTX 3060 6GB GDDR6,16GB DDR4 2933 MHz,512GB SSD,"FHD 1920x1080,",,32999,16,512,60,8,6.5,3,60.0
Lenovo,IdeaPad Gaming 3-15IHU6,Intel Core I5-11300H,NVIDIA GeForce GTX 1650 4GB,1x 8GB SO-DIMM DDR4,256GB SSD,1920x1080,120 Hz,19549,8,256,120,6,4.0,3,43.0
MSI,GE66 RAIDER 11UH-202US,Intel Core I9-11980HK,Nvidia GeForce RTX3080 16GB,32GB DDR4-3200 SO-DIMM x 2,1TB SSD,2560x1440,240 HZ,69455,32,1024,240,10,7.0,3,77.5
Lenovo,Legion 5 15ITH6,Intel Core i7-11800H,NVIDIA GeForce RTX 3050Ti,16GB 2x 8GB SO-DIMM DDR4-3200,1TB SSD M.2 2280 PCIe 4.0x4 NVMe,1920 x 1080,165 HZ,27699,16,1024,165,8,6.0,3,62.94
MSI,GE76 Raider 11UH,Intel Core I9-11980HK,NVIDIA GeForce RTX 3080,"32GB, 2 x 16GB, 3200MHz DDR4",2TB SSD,1920 x 1080,300Hz,75549,32,2048,300,10,7.0,3,82.5
Razer,BLADE 15,Intel Core i9-11900H,NVIDIA® GeForce RTX™3080 16 GB,32 GB DDR4 3200 MHz dual-channel memory (slotted),1 TB SSD (M.2 NVMe PCIe 4.0 x4) + Open M.2 PCIe 4.0 x4 Slot for easy expansion,3840 x 2160,60 Hz,64422,32,1024,60,10,7.0,5,75.75
Lenovo,Lenovo 5 15ITL05,Intel core I7-11800H,Nvidia GeForce RTX 3050 Ti 4GB,2x 8GB SO-DIMM DDR4-3200,512GB SSD M.2 2280,1920x1080,165 HZ,30199,8,512,165,8,6.0,3,59.19
Lenovo,IdeaPad Gaming 3 15ARH05,AMD Ryzen 7 4800H,NVIDIA GeForce GTX 1650,16GB-2x 8GB SO-DIMM DDR4-3200,"256GB SSD M.2 2242 PCIe 3.0x4 NVMe + 1TB HDD 5400rpm 2.5""",1920x1080,120 Hz,19149,16,1280,120,8,4.0,3,56.25
MSI,GP66 Leopard 11UH,Intel Core I7-11800H,Nvidia GeForce RTX 3080 8GB,16GB DDR4-3200 SO-DIMM x 2,1TB SSD,1920 x 1080,240 HZ,45249,16,1024,240,8,7.0,3,68.0
MSI,GS66 Stealth 11UG,Intel Core I7-11800H,Nvidia GeForce RTX 3070 8GB,16GB RAM,1TB SSD,,,65999,16,1024,60,8,7.0,2,63.25
MSI,Vector GP66,Intel Core I9-12900H,Nvidia GeForce RTX 3070Ti 8GB,"32GB 2 x 16, DDR4-3200 2 Slots Max 64GB,","1TB SSD, 2x M.2 SSD slot (NVMe PCIe Gen4)",1920 x 1080,360Hz,98000,32,1024,360,10,7.0,3,77.5
MSI,GS66 STEALTH 11UH,Intel core I9-11900H,Nvidia GeForce RTX 3080 8GB,32GB Ram,1TB SSD,1920 x 1080,360Hz,64899,32,1024,360,10,7.0,3,77.5
MSI,GS66 Stealth 11UG,Intel Core I7-11800H,Nvidia GeForce RTX 3070 Max-Q 8GB,"8GB, 2 x 4GB, 3200MHz DDR4",1TB SSD,1920 x 1080,300Hz,54499,8,1024,300,8,7.0,3,66.75
MSI,GP66 Leopard 11UG,Intel Core I7 11800H,Nvidia GeForce RTX 3070 8GB,"8GB, 2 x 4GB, 3200MHz DDR4",1TB SSD,1920 x 1080,144 Hz,48365,8,1024,144,8,7.0,3,64.75
MSI,GE76 Raider 11UH,Intel Core I9-11980HK,NVIDIA GeForce RTX 3080,"64GB, 2 x 32GB, 3200MHz DDR4",2TB SSD,1920 x 1080,300Hz,82699,64,2048,300,10,7.0,3,87.5
HP,Victus 16-D0023DX,Intel Core I5-11400H,Nvidia GeForce RTX 3050 4GB,"8GB, DDR4-2933 MHz RAM (2 x 4 GB)","256GB SSD, PCIe® NVMe™ TLC M.2",1920 x 1080,,21000,8,256,60,6,6.0,3,48.75
Lenovo,IDEAPAD GAMING 3,AMD Ryzen™ 7-5800H,NVIDIA GeForce RTX 3050,1x 8GB SO-DIMM DDR4-3200,512GB M.2 NVMe™ PCIe® 3.0 SSD,1920 x 1080,120 Hz,27999,8,512,120,5,6.0,3,47.75
MSI,Katana GF66 11UE,Intel® Core™ i7-11800H,NVIDIA® GeForce RTX™ 3060,16 GB DDR4-3200 SO-DIMM,1 TB SSD,1920 x 1080,144 Hz,31949,16,1024,144,8,6.5,3,64.25
MSI,Katana GF66,Intel Core I7-11800H,Nvidia GeForce RTX 3060,8GB Ram,512GB SSD,1920 x 1080,,27999,8,512,60,8,6.5,3,58.75
MSI,GE66 RAIDER 11UH-227US,Intel Core i9-11980HK,Nvidia GeForce RTX 3080,32GB DDR4-3200 SO-DIMM x 2,2TB Nvme SSD,3840 x 2160,,105000,32,2048,60,10,7.0,5,80.75
Dell,G15 5515,AMD RYZEN 7 5800H,NVIDIA® GeForce RTX™ 3050 Ti 4GB GDDR6,8GB DDR4-3200 SO-DIMM,512GB M.2 PCIe NVMe Solid State Drive,1920 X 1080,120 Hz,40500,8,512,120,8,6.0,3,58.25
Lenovo,IDEAPAD GAMING 3,Intel® Core™ i7-10750H,NVIDIA® GeForce® GTX 1650TI,16 GB DDR4-2666 SDRAM,512GB,1920 X 1080,120 Hz,40000,16,512,120,8,4.0,3,52.5
Dell,Dell G15 5511,Intel Core i7-11800H,"Nvidia® GeForce® RTX™ 3060, 6 GB, GDDR6","16 GB, 2 x 8 GB, Dual-Channel DDR4, 3200 MHz","512, M.2 2280, PCIe NVMe Gen3 x4, SSD",1920 X 1080,120 Hz,48000,16,0,120,8,6.5,3,58.75
Lenovo,IdeaPad Gaming 3 15IHU6,Intel® Core™ i5-11300H,NVIDIA® GeForce® RTX 3050Ti,1x 16GB SO-DIMM DDR4-3200,512GB SSD M.2 2242 PCIe® 3.0x4 NVMe,1920 X 1080,120 Hz,33000,16,512,120,6,6.0,3,52.5
Dell,Dell G15 5511,Intel Core i7-11800H,"Nvidia® GeForce® RTX™ 3050, 4GB, GDDR6","16 GB, 2 x 8 GB, Dual-Channel DDR4, 3200 MHz",512GB M.2 NVMe™ PCIe® 3.0 SSD,1920 x 1080,120 Hz,45149,16,512,120,8,6.0,3,59.5
HP,15-ec1011nia,AMD Ryzen™ 7 4800H,NVIDIA GeForce GTX 1650 Ti 4 GB,8 GB RAM,1TB HDD + 256GB SSD,1920 x 1080,60 Hz,39000,8,1280,60,5,4.0,3,43.25
MSI,Creator 15M A10SE,Intel Core I7-10875H,NVIDIA GeForce RTX 2060,32GB (16GBx2) Up to DDR4-3200 Memory Type 2 Slots Number of SO-DIMM Slot Max 64GB Max Capacity,1TB SSD M.2 SSD Combo slot (NVMe PCIe Gen3 / SATA),3840 x 2160,144 Hz,60000,32,1024,144,8,5.0,5,63.5
Lenovo,IdeaPad GAMING 3 15IMH05,Intel® Core™ i7-10750H,NVIDIA GeForce GTX 1650TI 4 GB,2x 8GB SO-DIMM DDR4-2933,"256GB SSD M.2 2242 PCIe 3.0x4 NVMe + 1TB HDD 5400rpm 2.5""",1920 x 1080,120 Hz,28888,8,1280,120,8,4.0,3,55.0
Dell,inspiron 14 7440,Intel Core 7 150U,Intel Graphics,2*8 DDR5 5600,512GB SSD,1920 x 1200,60 Hz,40999,16,512,60,8,2.0,3,44.25
Lenovo,IdeaPad Slim 3 15IRH10,Intel® Core i7-13620H,Integrated Intel® UHD Graphics,8GB Soldered DDR5-4800 + 8GB SO-DIMM DDR5-4800,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,1920x1200,60 Hz,30999,8,512,60,8,1.5,3,41.25
Lenovo,IdeaPad Slim 3 15IRH10,Intel® Core i5-13420H,Integrated Intel® UHD Graphics,8GB Soldered DDR5-4800 + 8GB SO-DIMM DDR5-4800,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,1920x1200,60 Hz,26199,8,512,60,6,1.5,3,34.25
Lenovo,Yoga 7 14AHP9,AMD Ryzen™ 5 8640HS,Integrated AMD Radeon™ 760M Graphics,"8GB soldered memory, not upgradable",512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,1920x1200,60 Hz,38888,8,512,60,5,4.0,3,39.5
Lenovo,IdeaPad 5 14IRH9,Intel® Core i7-13620H,Intel® UHD Graphics,"16GB soldered memory, not upgradable",512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,1920x1200,60 Hz,37777,16,512,60,8,1.5,3,42.5
Lenovo,IdeaPad Slim 3 15IRH10,Intel® Core i7-13620H,Intel® UHD Graphics,8GB Soldered DDR5-4800 + 8GB SO-DIMM DDR5-4800,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,1920x1200,60 Hz,29999,8,512,60,8,1.5,3,41.25
MSI,Modern 15 F13MG,Intel Core i5-1334U,Intel UHD Graphics,8GB Ram,512GB SSD,1920 x 1080,,19999,8,512,60,6,1.5,3,34.25
Lenovo,IdeaPad 1 15ALC7,AMD Ryzen 7 5700U,Integrated AMD Radeon™ Graphics,8GB Soldered DDR4-3200,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,1920 x 1080,,17999,8,512,60,8,4.0,3,50.0
Lenovo,IdeaPad 5 14IRH9,Intel Core i5-13420H,Intel UHD Graphics,16GB Soldered LPDDR5x-5200,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,1920x1200,60 Hz,31999,16,512,60,6,1.5,3,35.5
Lenovo,IdeaPad 3 15IAU7,Intel Core i5-1235U,Integrated Intel® Iris® Xe Graphics Functions as UHD Graphics,8GB Soldered DDR4-3200,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,1920x1080,,18888,8,512,60,6,2.0,3,36.0
HP,15-fd0021nx,Intel® Core™ i3-1315U,Intel® UHD Graphics,4 GB DDR4-3200 MT/s (1 x 4 GB),256GB PCIe® NVMe™ M.2 SSD,1920 x 1080,,15999,4,256,60,4,1.5,3,25.38
Lenovo,Lenovo IdeaPad Slim 3 15IRH10,Intel® Core i7-13620H,Integrated Intel® UHD Graphics,8GB Soldered DDR5-4800 + 8GB SO-DIMM DDR5-4800,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,1920x1200,60 Hz,28888,8,512,60,8,1.5,3,41.25
Acer,Aspire 3 A315-44P-R4GH,AMD Ryzen 7 5700U,AMD Radeon Graphics,8GB DDR4,512 GB M.2 PCIe NVMe,1920 x 1080,60 Hz,16777,8,512,60,8,4.0,3,50.0
Lenovo,Lenovo IdeaPad Slim 3 15IRH10,Intel Core i5-13420H,Integrated Intel UHD Graphics,16 GB 8GB Soldered DDR5-4800 + 8GB SO-DIMM DDR5-4800,512GB SSD M.2 2242 PCIe 4.0x4 NVMe,1920x1200,60 Hz,25999,16,512,60,6,1.5,3,35.5
HP,OmniBook 5 Flip 14-FP0013DX,Intel Core 5 120U,Intel Graphics,8 GB LPDDR5-5200 MT/s (onboard),512 GB PCIe® Gen4 NVMe™ M.2 SSD,,,32999,8,512,60,6,2.0,2,35.0
HP,OmniBook 5 Flip 14-FP0023DX,Intel Core 7 150U,Intel Graphics,16 GB LPDDR5-5200 MT/s (onboard),512 GB PCIe® Gen4 NVMe™ M.2 SSD,,,42999,16,512,60,8,2.0,2,43.25
ASUS,Vivobook 16 X1607QA-MB054W,Snapdragon X X1 26 100,Qualcomm Adreno GPU,16GB LPDDR5X on board,1TB M.2 NVMe™ PCIe® 4.0 SSD,1920 x 1200,60 Hz,36999,16,1024,60,5,2.0,3,36.25
ASUS,Vivobook S15 S5507QA-MA037W,Snapdragon X Plus X1P 42 100,Qualcomm Adreno GPU,16GB LPDDR5X on board,512GB M.2 NVMe™ PCIe® 4.0 SSD,2880 x 1620,120 Hz,50999,16,512,120,5,2.0,4,36.0
ASUS,Vivobook S14 M5406UA-QD055W,AMD Ryzen 9 8945HS,AMD Radeon Graphics,16GB LPDDR5X on board,512GB M.2 NVMe™ PCIe® 4.0 SSD,1920 x 1200,60 Hz,53777,16,512,60,10,4.0,3,58.25
Lenovo,V15 G4 IRU,Intel Core i5-13420H,Intel UHD Graphics,8GB Soldered DDR4-3200,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,1920 x 1080,,23999,8,512,60,6,1.5,3,34.25
Lenovo,IdeaPad Slim 3 15IRH8,Intel® Core™ i7-13620H,Intel® UHD Graphics,16GB Soldered,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,1920x1080,,29999,16,512,60,8,1.5,3,42.5
ASUS,Zenbook DUO UX8406CA-PZ062W,Intel Core Ultra 7 255H,Intel Arc Graphics,32GB LPDDR5X on board,1TB M.2 NVMe™ PCIe® 4.0 SSD,2880 x 1800,120 Hz,89999,32,1024,120,8,4.0,4,58.5
ASUS,ProArt P16 H7606WI-ME139W,AMD Ryzen™ AI 9 HX 370,NVIDIA® GeForce RTX™ 4070,64GB LPDDR5X on board,2TB M.2 NVMe™ PCIe® 4.0 SSD,3840 x 2400,60 Hz,136666,64,2048,60,5,8.5,5,73.5
Dell,Vostro 15 3530,Intel Core i5-1334U,Intel UHD Graphics,"8GB, 8GBx1, DDR4, 2666MHz",512GB M.2 PCIe NVMe Solid State Drive,1920 x 1080,120 Hz,21499,8,512,120,6,1.5,3,35.5
Dell,inspiron 14 7440,Intel Core 7 150U,Intel® Graphics,16GB DDR5-5200,1TB SSD,1920 x 1200,60 Hz,44444,16,1024,60,8,2.0,3,46.75
ASUS,Asus Zenbook S16,AMD Ryzen™ AI 9 HX 370,AMD Radeon™ 890M Graphics,32GB LPDDR5X,2TB M.2 NVMe™ PCIe® 4.0 SSD,2880 x 1800,120 Hz,95999,32,2048,120,5,4.0,4,53.0
ASUS,UX8406CA-OLED009WS,Intel Core Ultra 9 285H,Intel Arc Graphics,32GB LPDDR5X on board,2TB M.2 NVMe™ PCIe® 4.0 SSD,2880 x 1800,120 Hz,109000,32,2048,120,10,4.0,4,70.5
Dell,Vostro 3530,Intel Core i7-1355U,Intel UHD Graphics,"8GB, 8GBx1, DDR4, 2666MHz",512GB M.2 PCIe NVMe Solid State Drive,1920 x 1080,120 Hz,25499,8,512,120,8,1.5,3,42.5
Dell,inspiron 14 7440,Intel Core 5 120U,Intel Graphics,"8 GB 1 x 8 GB, DDR5, 5200 MT/s",512GB M.2 PCIe NVMe Solid State Drive,1920 x 1200,60 Hz,33999,8,512,60,6,2.0,3,36.0
HP,15-fd0362nia,Intel Core i5-1334U,Nvidia GeForce MX570 A,8 GB DDR4,512 GB PCIe® NVMe™ M.2 SSD,1920 x 1080,,24499,8,512,60,6,2.0,3,36.0
Dell,Vostro 3515,AMD Ryzen 5 3450U,AMD Radeon Vega 8 Graphics,"8GB, 1x8GB, DDR4, 2400MHz",256GB M.2 PCIe NVMe Solid State Drive,1920 X 1080,,17777,8,256,60,6,4.0,3,41.75
Lenovo,IdeaPad Slim 3 15IRH8,Intel® Core™ i5-13420H,Integrated Intel® UHD Graphics,8GB soldered memory,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,1920x1080,,20999,8,512,60,6,1.5,3,34.25
Lenovo,IdeaPad Slim 3 15IRH8,Intel® Core™ i5-13420H,Intel® UHD Graphics,8GB Soldered DDR5-4800 + 8GB SO-DIMM DDR5-4800,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,1920x1080,,25499,8,512,60,6,1.5,3,34.25
HP,​HP Envy x360 14-es1013dx,Intel Core 5 120U,Intel® Graphics,8 GB DDR4-3200,512 GB PCIe® Gen4 NVMe™ M.2 SSD,1920 x 1200,,32999,8,512,60,6,2.0,3,36.0
Dell,Vostro 3520,Intel Core I5-1235U,Intel UHD Graphics,"4 GB, 1 x 4 GB, DDR4, 2666 MHz",256GB M.2 PCIe NVMe Solid State Drive,1920 x 1080,120 Hz,19499,4,256,120,6,1.5,3,33.62
MSI,Modern 15H B13M,Intel Core I7-13620H,Intel Iris Xe Graphics,8GB DDR4-3200,512GB NVMe PCIe Gen4 M.2 SSD,1920 x 1080,,30499,8,512,60,8,2.0,3,43.0
HP,Envy x360 14-ES1023DX,Intel Core 7 150U,Intel Iris Xe Graphics,16 GB DDR4-3200 MHz RAM (onboard),512 GB PCIe® Gen4 NVMe™ M.2 SSD,1920 x 1080,,42888,16,512,60,8,2.0,3,44.25
Dell,Vostro 3520,Intel Core i3-1215U,Intel UHD Graphics,"8GB, 8GBx1, DDR4, 2666MHz",512GB M.2 PCIe NVMe Solid Stat e Drive,1920 x 1080,120 Hz,15999,8,512,120,4,1.5,3,28.5
HP,Envy x360 15-EW1058WM,Intel® Core™ i5-1335U,Intel® Iris® Xe Graphics,8 GB DDR4-3200 MHz RAM (2 x 4 GB),512 GB PCIe® NVMe™ M.2 SSD,1920 x 1080,,29999,8,512,60,6,2.0,3,36.0
Dell,Vostro 3520,Intel Core I5-1235U,Intel UHD Graphics,"8GB, 8GBx1, DDR4, 2666MHz",256GB M.2 PCIe NVMe Solid State Drive,1920 x 1080,120 Hz,19999,8,256,120,6,1.5,3,34.25
MSI,Prestige 13 AI Evo A1MG,Intel Core Ultra 7 155H,Intel Arc Graphics,16GB LPDDR5,512GB NVMe PCIe SSD,2880 x 1800,,44999,16,512,60,8,4.0,4,52.25
ASUS,Vivobook 15 X1504ZA-NJ005W,Intel Core i5-1235U,Intel UHD Graphics,8GB DDR4 on board,512GB M.2 NVMe™ PCIe® 4.0 SSD,1920 X 1080,,24499,8,512,60,6,1.5,3,34.25
ASUS,ROG Flow X13 GV301RA-LI064W,AMD Ryzen 7-6800H,AMD Radeon Graphics,16GB LPDDR5,512GB PCIe® 4.0 NVMe™ M.2 SSD,3840 x 2400,,50999,16,512,60,8,4.0,5,53.25
Lenovo,IdeaPad Slim 3 15IRU8,Intel® Core i3-1315U,Intel® UHD Graphics,8GB Soldered LPDDR5-4800,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,1920x1080,,16999,8,512,60,4,1.5,3,27.25
Lenovo,IdeaPad Flex 5 14IAU7,Intel Core i3-1215U,Intel UHD Graphics,8GB Soldered LPDDR4x-4266,256GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,1920x1200,60 Hz,19999,8,256,60,4,1.5,3,26.0
HP,15-fd0033nx,Intel® Core™ i5-1334U,Intel® Iris® Xᶱ Graphics,8 GB DDR4-3200 MHz RAM (2 x 4 GB),512 GB PCIe® NVMe™ M.2 SSD,1920 x 1080,,21888,8,512,60,6,2.0,3,36.0
Dell,inspiron 14 7440,Intel Core 5 120U,Intel Graphics,16GB Ram,512GB M.2 PCIe NVMe Solid State Drive,1920x1200,60 Hz,34999,16,512,60,6,2.0,3,37.25
HP,Envy x360 15-FE1082WM,Intel Core Ultra 7 155U,Intel Graphics,16 GB LPDDR5-6400 MT/s (onboard),512 GB PCIe® NVMe™ M.2 SSD,1920 x 1080,,43999,16,512,60,8,2.0,3,44.25
Lenovo,IdeaPad 5 14IRU9,Intel Core 5 120U,Intel Graphics,8GB Soldered LPDDR5-5200,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,1920 x 1200,60 Hz,29999,8,512,60,6,2.0,3,36.0
MSI,Modern 15 H AI C2HMG,Intel Core Ultra 5 225H,Intel Arc Graphics,16GB DDR5 8GB*2,512GB NVMe PCIe SSD,1920 x 1080,60 Hz,36850,16,512,60,6,4.0,3,44.25
MSI,Modern 15 H AI C2HMG,Intel Core Ultra 7 255H,Intel Arc Graphics,16GB DDR5 8GB*2,512GB NVMe PCIe SSD,1920 x 1080,60 Hz,41850,16,512,60,8,4.0,3,51.25
MSI,Modern 15 H AI C2HMG,Intel Core Ultra 9 285H,Intel Arc Graphics,16GB DDR5 8GB*2,1TB NVMe PCIe SSD Gen4x4,1920 x 1080,60 Hz,48950,16,1024,60,10,4.0,3,60.75
ASUS,Vivobook S16 M5606KA-RI417W,AMD Ryzen AI 7 350,AMD Radeon Graphics,24GB LPDDR5X on board,1TB M.2 NVMe™ PCIe® 4.0 SSD,2880 x 1800,120Hz,61999,24,1024,120,5,4.0,4,46.75
ASUS,Zenbook S16 ​UM5606WA-RJ288W,AMD Ryzen AI 9 HX 370,AMD Radeon 890M Graphics,32GB LPDDR5X on board,2TB M.2 NVMe™ PCIe® 4.0 SSD,2880 x 1800,120 Hz,97777,32,2048,120,5,4.0,4,53.0
ASUS,Vivobook Go 15 E1504FA-NJ083W,AMD Ryzen 3 7320U,AMD Radeon Graphics,8GB LPDDR5,256GB M.2 NVMe PCIe 3.0 SSD,1920 x 1080,60 Hz,13499,8,256,60,4,4.0,3,34.75
ASUS,Vivobook S 14 Flip TP3402VA-EG009W,Intel Core i9-13900H,Intel Iris Xe Graphics,16GB 8GB DDR4 on board 8GB DDR4 SO-DIMM,512GB M.2 NVMe™ PCIe® 4.0 SSD,1920 x 1200,60 Hz,42777,16,512,60,10,2.0,3,51.25
Lenovo,IdeaPad Slim 3 15IRH8,Intel® Core i5-13420H,Intel® UHD Graphics,16GB Soldered LPDDR5-4800,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,1920x1080,,24444,16,512,60,6,1.5,3,35.5
HP,15-FD0022NE,Intel Core i7-1355U,Intel Iris Xe Graphics,8 GB DDR4-3200 MT/s (1 x 8 GB),512 GB PCIe® NVMe™ M.2 SSD,1920 x 1080,,27777,8,512,60,8,2.0,3,43.0
ASUS,Vivobook E410 E1400MA-BV1182W,Intel Celeron N4020,Intel UHD Graphics,4GB DDR4 on board,128GB M.2 NVMe™ PCIe® 3.0 SSD,1366 x 768,60 Hz,8888,4,128,60,1,1.5,2,13.25
Lenovo,IdeaPad 1 15IAU7,Intel Core I7-1255U,Integrated Intel Iris Xe Graphics Functions as UHD Graphics,8GB Soldered DDR4-3200,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,1920 x 1080,,26666,8,512,60,8,2.0,3,43.0
Lenovo,IdeaPad 1 15IAU7,Intel Core I7-1255U,Integrated Intel® Iris® Xe Graphics Functions as UHD Graphics,8GB Soldered DDR4-3200,512GB SSD M.2 2280 PCIe 3.0x4 NVMe,1920 x 1080,,24999,8,512,60,8,2.0,3,43.0
Lenovo,ideapad 5 15ITL05,Intel Core i7-1165G7,Nvidia GeForce MX450 2GB,"8GB soldered memory, not upgradable",512GB SSD M.2 2280 PCIe® 3.0x4 NVMe®,1920 x 1080,,28999,8,512,60,8,2.0,3,43.0
HP,Envy 16-h1023dx,Intel® Core™ i9-13900H,NVIDIA® GeForce RTX™ 4060,16 GB DDR5-5200 MT/s (2 x 8 GB) Transfer rates up to 5200 MT/s. 2 x 8 GB,1 TB PCIe® Gen4 NVMe™ TLC M.2 SSD,2560x1600,120 Hz,89999,16,1024,120,10,8.0,4,77.0
ASUS,Zenbook A14 UX3407QA-QD232W,Snapdragon X X1 26 100,Qualcomm Adreno GPU,16GB LPDDR5X on board,1TB M.2 NVMe™ PCIe® 4.0 SSD,1920 x 1200,60 Hz,53999,16,1024,60,5,2.0,3,36.25
ASUS,Vivobook 15 X1502VA-NJ005W,Intel Core i5-13420H,Intel UHD Graphics,8GB Ram,512GB M.2 NVMe™ PCIe® 4.0 SSD,1920 x 1080,60 Hz,23199,8,512,60,6,1.5,3,34.25
ASUS,Vivobook 15 X1502VA-NJ065W,Intel Core i5-13420H,Intel UHD Graphics,16GB 8GB DDR4 on board 8GB DDR4 SO-DIMM,512GB M.2 NVMe™ PCIe® 4.0 SSD,1920 x 1080,60 Hz,24199,16,512,60,6,1.5,3,35.5
Lenovo,IdeaPad 1 15IGL7,Intel Celeron N4020,Intel UHD Graphics 600,8GB SO-DIMM DDR4-2400,256GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,1366 x 768,,11199,8,256,60,1,1.5,2,14.5
Lenovo,IdeaPad Slim 5 16IMH9,Intel Core Ultra 5 125H,Intel Arc Graphics,16GB Soldered LPDDR5x-7467,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,1920 x 1200,60 Hz,41999,16,512,60,6,4.0,3,44.25
Lenovo,IdeaPad Slim 5 16IMH9,Intel Core Ultra 7 155H,Intel Arc Graphics,16GB Soldered LPDDR5x-7467,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,1920 x 1200,60 Hz,44888,16,512,60,8,4.0,3,51.25
ASUS,Vivobook 15 X1502VA-NJ167W,Intel Core i7-13620H,Intel Iris Xe Graphics,16GB Ram,512GB M.2 NVMe™ PCIe® 4.0 SSD,1920 x 1080,60 Hz,30999,16,512,60,8,2.0,3,44.25
Dell,Vostro 3530,Intel Core I3-1305U,Intel UHD Graphics,"8GB, 8GBx1, DDR4, 2666MHz",512GB M.2 PCIe NVMe Solid State Drive,1920 x 1080,120 Hz,18599,8,512,120,4,1.5,3,28.5
ASUS,Zenbook 14 OLED UX3405CA-PZ007W,Intel Core Ultra 7 255H,Intel Arc Graphics,16GB LPDDR5X on board,1TB M.2 NVMe™ PCIe® 4.0 SSD,,,58888,16,1024,60,8,4.0,2,52.75
Microsoft,Surface Pro 11,Snapdragon X Elite,Qualcomm Adreno GPU,32GB LPDDR5x RAM,1TB SSD,,,154999,32,1024,60,5,2.0,2,37.75
Dell,Inspiron 3520,Intel Core I3-1215U,Intel UHD Graphics,"8GB, 1x8GB, DDR4, 2666MHz",512GB M.2 PCIe NVMe Solid State Drive,1920 x 1080,120 Hz,15999,8,512,120,4,1.5,3,28.5
Dell,Inspiron 3520,Intel Core I7-1255U,Intel® Iris® Xe Graphics,"16GB, 2x8GB, DDR4, 2666MHz",512GB M.2 PCIe NVMe Solid State Drive,1920 x 1080,120 Hz,28999,16,512,120,8,2.0,3,45.5
Lenovo,IdeaPad Slim 3 15IRU8,Intel Core i3-1315U,Intel UHD Graphics,8GB Soldered LPDDR5-4800,256GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,1920 x 1080,,15999,8,256,60,4,1.5,3,26.0
Dell,Inspiron 3511,Intel Core I7-1165G7,Intel Iris Xe Graphics,"16GB, 2x8GB, DDR4, 2666MHz",512GB M.2 PCIe NVMe Solid State Drive,1920 X 1080,,24999,16,512,60,8,2.0,3,44.25
HP,15-FD0355NIA,Intel Core i5-1334U,Intel Iris Xe Graphics,8 GB DDR4-3200 MT/s (1 x 8 GB),512 GB PCIe® NVMe™ M.2 SSD,1920 x 1080,,24444,8,512,60,6,2.0,3,36.0
